label,lx0,ly0,lx1,ly1,lx2,ly2,lx3,ly3,lx4,ly4,lx5,ly5,lx6,ly6,lx7,ly7,lx8,ly8,lx9,ly9,lx10,ly10,lx11,ly11,lx12,ly12,lx13,ly13,lx14,ly14,lx15,ly15,lx16,ly16,lx17,ly17,lx18,ly18,lx19,ly19,lx20,ly20,rx0,ry0,rx1,ry1,rx2,ry2,rx3,ry3,rx4,ry4,rx5,ry5,rx6,ry6,rx7,ry7,rx8,ry8,rx9,ry9,rx10,ry10,rx11,ry11,rx12,ry12,rx13,ry13,rx14,ry14,rx15,ry15,rx16,ry16,rx17,ry17,rx18,ry18,rx19,ry19,rx20,ry20
I,0.537068605,0.487032652,0.499541968,0.48486504,0.465488404,0.476405948,0.446391821,0.477217942,0.448500931,0.472781479,0.458204746,0.389787555,0.433263302,0.414623141,0.415255636,0.428598762,0.397204131,0.436742038,0.483754426,0.378814071,0.46976009,0.477007002,0.481160432,0.489264756,0.488771617,0.473490775,0.514761865,0.393033385,0.50033623,0.493058592,0.509580016,0.496273428,0.515540838,0.478948593,0.543404818,0.418323696,0.527201653,0.494491398,0.532650709,0.494821876,0.538468003,0.474734575,0.366518766,0.870752931,0.329023302,0.796961725,0.327967405,0.709015429,0.365715504,0.654697418,0.40370667,0.653880835,0.359606326,0.707722604,0.367061019,0.593200684,0.373152703,0.526368499,0.379577398,0.473107874,0.408042222,0.722103417,0.417658925,0.630197406,0.399048984,0.65267539,0.387479514,0.68507421,0.4407866,0.737189412,0.434817255,0.667620778,0.41886726,0.682697594,0.410425663,0.712014973,0.463099718,0.750699759,0.450855315,0.695842266,0.436323524,0.709402978,0.432142794,0.732396543
I,0.532015502,0.483636171,0.497110665,0.484761328,0.465336919,0.479134768,0.445585489,0.476646841,0.444223881,0.464406371,0.453851432,0.391232371,0.431697577,0.41150263,0.413646162,0.425885975,0.396725893,0.43578428,0.479734957,0.376799077,0.467760682,0.465735108,0.477576911,0.48583442,0.484938622,0.4755193,0.510835648,0.38846162,0.500187099,0.48409754,0.506622791,0.494509578,0.512448728,0.48130092,0.539307415,0.412460923,0.526294589,0.485380888,0.529349446,0.491458923,0.535062432,0.476560533,0.365787625,0.860998511,0.326569617,0.787075877,0.326124907,0.702592969,0.364028126,0.647296727,0.401970953,0.643315196,0.355622768,0.701085091,0.364589334,0.590692282,0.371685594,0.522636533,0.378849208,0.468510509,0.404309213,0.715925872,0.413517773,0.624038637,0.396184474,0.646211505,0.3852956,0.678824067,0.437984884,0.73236227,0.432452053,0.663537621,0.417193979,0.67885375,0.40955773,0.708183646,0.461365879,0.747754931,0.449319273,0.692558169,0.434432119,0.706526458,0.430765867,0.729494095
I,0.539755821,0.485681295,0.500679076,0.483740062,0.466148645,0.476046085,0.446162075,0.476229846,0.450297385,0.467212349,0.459650367,0.386802107,0.434810638,0.411646664,0.418586254,0.424932092,0.40204227,0.432029456,0.484779447,0.376390934,0.47023201,0.471826911,0.482159019,0.484511882,0.488986999,0.466992021,0.515395164,0.389760286,0.500882208,0.486268044,0.510951102,0.489355475,0.517037451,0.470819116,0.543942273,0.413926274,0.528171837,0.487428069,0.533863425,0.487844586,0.539241195,0.467154682,0.370194525,0.862953305,0.330870509,0.790791035,0.329347223,0.706047118,0.367144614,0.648537397,0.406726271,0.64105171,0.358619124,0.702475309,0.364334226,0.586088598,0.372581601,0.518392444,0.380777925,0.465528578,0.406252861,0.714776874,0.416490495,0.610879123,0.410488755,0.602955222,0.409720421,0.606125236,0.440462112,0.729723513,0.433834404,0.658274829,0.418352127,0.671343625,0.410743952,0.699563324,0.463918597,0.744322777,0.450137436,0.690003335,0.435238123,0.702347577,0.431209534,0.724296033
I,0.541569293,0.48710379,0.501748025,0.486406356,0.466126233,0.477167815,0.446617067,0.472912729,0.448794961,0.460406572,0.458831429,0.386790276,0.436980128,0.405982941,0.421193451,0.418262273,0.404301941,0.42521444,0.484420449,0.372482598,0.471441239,0.473592907,0.483645856,0.487579942,0.49202612,0.470993727,0.515550613,0.384604543,0.503156185,0.487354994,0.513798296,0.490435421,0.521006286,0.471506178,0.544818282,0.408346295,0.529909015,0.486679047,0.536473095,0.487833679,0.543120086,0.46713534,0.366795033,0.866004109,0.329619467,0.791948855,0.329641372,0.704645813,0.367628574,0.649659216,0.405471921,0.646195889,0.360613525,0.705093801,0.3684448,0.592279851,0.375405341,0.525215268,0.383027166,0.471867502,0.409277529,0.719964325,0.419104397,0.627674103,0.399640471,0.65074414,0.386820912,0.684048891,0.442226171,0.736343563,0.436956733,0.66779834,0.420928717,0.682505012,0.412013829,0.711938381,0.464231461,0.751891732,0.453065962,0.696826398,0.437907428,0.709642231,0.432941169,0.732828498
I,0.538367748,0.480502814,0.504308164,0.483665377,0.472154021,0.479165912,0.453132868,0.475890905,0.449427128,0.465368629,0.459581494,0.387051553,0.434466362,0.407639295,0.41553688,0.422545671,0.398243695,0.432319641,0.484890968,0.372074336,0.472197205,0.465304404,0.483709723,0.48770386,0.491795212,0.476223916,0.514987648,0.384175658,0.503914297,0.481529474,0.511572123,0.494472057,0.517007232,0.482008904,0.542367518,0.408240944,0.529093862,0.484185427,0.533289909,0.49134928,0.538660467,0.475673109,0.366920441,0.86161232,0.32918787,0.788985431,0.328550935,0.702615023,0.366292298,0.648689568,0.403809786,0.64735949,0.357405692,0.70424962,0.365226984,0.589927673,0.37146768,0.52222544,0.378254145,0.469427913,0.406096309,0.717968225,0.416867763,0.623824775,0.39790526,0.645598888,0.385560125,0.679023743,0.439516306,0.732943416,0.434598744,0.661491036,0.419053495,0.676707983,0.411086917,0.705732822,0.462353259,0.746984005,0.450244755,0.690186501,0.435703963,0.703601003,0.431614041,0.726197541
I,0.538882971,0.482223034,0.501744747,0.481945306,0.468554467,0.475676119,0.449549407,0.474063188,0.4504987,0.463138431,0.460567892,0.386067122,0.437183499,0.406664342,0.419501305,0.420979053,0.402155817,0.429683447,0.486394644,0.37214148,0.472538739,0.469405621,0.484249532,0.489752889,0.49300015,0.477709174,0.517263949,0.384614706,0.504107058,0.484996974,0.513394117,0.493639976,0.520601928,0.478864849,0.545505166,0.408484638,0.52940613,0.485546857,0.534400284,0.491335303,0.540924966,0.475010067,0.368116975,0.866958499,0.330619872,0.792995691,0.329125762,0.706502557,0.366386443,0.651360095,0.40491581,0.649113357,0.360069185,0.702656984,0.366269678,0.589284062,0.372711301,0.521988928,0.379487842,0.468700439,0.408487797,0.715838373,0.416740119,0.628426671,0.399129242,0.651379645,0.388022453,0.683925748,0.441680759,0.731509149,0.435143143,0.665857553,0.420410275,0.680751204,0.412611961,0.709339976,0.464553595,0.746089041,0.452631176,0.693303525,0.438678235,0.706873536,0.434590369,0.729799747
I,0.538216591,0.482188284,0.502438009,0.483166575,0.470863819,0.477725476,0.45243305,0.474074751,0.450146228,0.461499065,0.458808899,0.383932948,0.435623199,0.402642339,0.418093264,0.417430758,0.401106775,0.426743418,0.484194815,0.368867517,0.471293628,0.462999731,0.48363176,0.483181864,0.492075443,0.469589531,0.514822543,0.379817545,0.503015518,0.477247268,0.511964679,0.488287002,0.517932832,0.473874688,0.543269396,0.402937919,0.529515684,0.478825778,0.534493983,0.485267818,0.539866388,0.468579233,0.365580887,0.868070245,0.328031301,0.790261567,0.330090314,0.702409506,0.368656129,0.648216248,0.407269746,0.646701932,0.36031279,0.696635187,0.367666334,0.585937321,0.373978496,0.518738389,0.380571663,0.465062737,0.409161687,0.710626543,0.417552143,0.622046828,0.399861604,0.644655883,0.388937116,0.676604033,0.442402989,0.727544069,0.434764743,0.661887884,0.418848425,0.677138031,0.410590887,0.706049979,0.464768142,0.743808866,0.451713979,0.691157997,0.437352628,0.705062449,0.433277458,0.72849977
I,0.542399108,0.483853549,0.503515422,0.482342929,0.469053507,0.472600281,0.448991358,0.469114095,0.451629102,0.45952177,0.461115271,0.384816438,0.438001662,0.40372315,0.421882898,0.416471004,0.405592412,0.425185055,0.486361802,0.371691674,0.471792221,0.466939241,0.484109789,0.480949432,0.492300391,0.466851085,0.517130792,0.383633971,0.50324285,0.481705755,0.513619542,0.484809458,0.520344317,0.467558235,0.545947731,0.407253087,0.530011475,0.482824087,0.536351681,0.483569771,0.542589724,0.463798255,0.369145632,0.866984725,0.331433296,0.792085767,0.329895139,0.705687761,0.366924644,0.651553571,0.405196279,0.648731589,0.360476315,0.7021631,0.367141515,0.587385356,0.374552906,0.520463943,0.382597595,0.467748225,0.409596026,0.715942025,0.417016327,0.626343846,0.39884451,0.648967326,0.387779027,0.681701183,0.443077445,0.731936872,0.435293525,0.665082276,0.419711679,0.680357158,0.411863267,0.709611475,0.46597296,0.746929944,0.452666938,0.692788363,0.438207358,0.706691206,0.434041142,0.730172873
I,0.543928504,0.487625957,0.504670978,0.489021778,0.469033808,0.482093513,0.449575901,0.474425584,0.445345312,0.462074041,0.458495915,0.384483725,0.434930176,0.40715462,0.418091208,0.422213823,0.40235278,0.431559414,0.483722657,0.372150719,0.465869278,0.456619352,0.477262229,0.470979422,0.486461461,0.45828405,0.512812853,0.383024901,0.495244116,0.471488088,0.505243182,0.480016768,0.512504399,0.466588944,0.540158033,0.405769318,0.521241903,0.474728078,0.526476085,0.480492622,0.532525361,0.466061473,0.370957524,0.871465564,0.332569778,0.796375632,0.332816601,0.709065259,0.371021509,0.654083133,0.409631222,0.647919655,0.364926636,0.70380497,0.371578127,0.589770555,0.378292769,0.52322042,0.385279328,0.470278591,0.413333029,0.718650579,0.421422064,0.627012253,0.402711242,0.649405181,0.390675187,0.681853473,0.44579801,0.736374795,0.438659757,0.668956697,0.422785223,0.683203638,0.414509207,0.711489737,0.467617869,0.752767622,0.453978956,0.697657168,0.439098477,0.710011721,0.434453189,0.73233664
I,0.556198597,0.483205378,0.515404165,0.468856215,0.475058317,0.449023873,0.448007822,0.445163369,0.428549558,0.446367919,0.473971844,0.382982075,0.448508561,0.391208023,0.427598864,0.408143997,0.412188113,0.426692456,0.490715027,0.388906121,0.456364512,0.407338798,0.43247813,0.421401918,0.414088607,0.436592132,0.508601308,0.409168214,0.47109732,0.434703171,0.446130842,0.450714171,0.427006364,0.462647587,0.5268206,0.440079749,0.492468178,0.46487242,0.469355166,0.475079864,0.451359153,0.47993952,0.373705864,0.905427396,0.330049604,0.829459608,0.325758547,0.733314872,0.363073677,0.674130321,0.402828157,0.670804858,0.366574198,0.743451655,0.37404421,0.618628263,0.378594756,0.546352923,0.385184109,0.489486635,0.417270601,0.755213141,0.4217273,0.646938801,0.400116861,0.664570868,0.388181567,0.697884202,0.451140553,0.765743434,0.437366754,0.683814704,0.419137627,0.697575212,0.411536932,0.727848768,0.473705828,0.775927544,0.452974588,0.713725388,0.436552525,0.72647953,0.432219654,0.751012266
I,0.565579057,0.501593769,0.523066223,0.497475326,0.487032145,0.484211802,0.46678713,0.473999172,0.464688599,0.461530775,0.48535037,0.389153302,0.462788433,0.404926538,0.445005387,0.413510948,0.42897597,0.417960286,0.512041628,0.378019899,0.489852995,0.468320638,0.497763157,0.486834139,0.50827527,0.478522241,0.541304171,0.392357558,0.519584179,0.483618915,0.526636839,0.491650462,0.534720123,0.479308039,0.567951441,0.418625951,0.546544909,0.48907271,0.550313294,0.494451851,0.557376504,0.479879469,0.38028872,0.893087029,0.339341074,0.806653798,0.336405545,0.713652313,0.374904335,0.660970926,0.415378869,0.666172445,0.376730174,0.706652403,0.38662985,0.591361582,0.394300997,0.521534979,0.403096735,0.465844572,0.428253174,0.723192751,0.437462658,0.631153703,0.416855186,0.651305258,0.40526104,0.684579432,0.462124228,0.744151592,0.455845445,0.676134765,0.43945533,0.688504398,0.431078434,0.719703078,0.484858513,0.764919817,0.474450171,0.710919857,0.460307807,0.723249078,0.455351233,0.749211907
I,0.548946202,0.492020518,0.498708278,0.480375648,0.460070759,0.458391398,0.436152697,0.44499892,0.426895291,0.434280872,0.460683465,0.374978304,0.436795413,0.392450601,0.417322785,0.400922716,0.40046671,0.407311857,0.484179348,0.37057206,0.461180091,0.462204427,0.470654428,0.471387893,0.478392214,0.456001431,0.512110829,0.387908518,0.48787412,0.480331659,0.498257995,0.481271982,0.505863309,0.464078903,0.538245261,0.41647622,0.514558136,0.487548828,0.518929243,0.487927139,0.524300039,0.469851792,0.348666787,0.87617892,0.311100721,0.792351663,0.309280038,0.701423824,0.347470403,0.644767523,0.388815641,0.640443504,0.342480123,0.691703498,0.351248443,0.575913489,0.35723564,0.507251918,0.363085985,0.453062892,0.39186576,0.707454741,0.401621282,0.620115042,0.383528203,0.641687691,0.372033209,0.675240815,0.426575243,0.727202237,0.421969444,0.659713149,0.406661928,0.673680186,0.398292065,0.704189539,0.451530546,0.745608449,0.439995289,0.692304552,0.425377399,0.705663264,0.421185464,0.730155706
I,0.559328198,0.480733573,0.512918055,0.473719358,0.475690067,0.457184374,0.454472125,0.447939724,0.454880834,0.438645214,0.476797014,0.363818258,0.453791022,0.379303098,0.435277164,0.388766587,0.418762326,0.396394789,0.50255692,0.357958645,0.479634106,0.445315331,0.485761315,0.462535799,0.492215723,0.453113019,0.530748248,0.375115633,0.505194962,0.461171567,0.510848761,0.469119757,0.516019821,0.457104385,0.556154132,0.40338105,0.530652165,0.469382375,0.532335222,0.473901212,0.536060035,0.459375054,0.370360792,0.855870068,0.334298462,0.77179569,0.330815285,0.683273077,0.368382305,0.63145411,0.409828305,0.634751976,0.366431981,0.671586871,0.376342624,0.558468282,0.385221481,0.491963565,0.392968059,0.439491004,0.415880144,0.687321603,0.429820985,0.586827934,0.426230401,0.57863754,0.427248895,0.582731843,0.450682998,0.707937777,0.444169521,0.638972878,0.42817834,0.651757181,0.419473857,0.681611598,0.474303871,0.728501439,0.460763514,0.678513467,0.446745247,0.690736234,0.442079663,0.714268863
I,0.583630919,0.483872771,0.539959908,0.479715019,0.502759039,0.463902801,0.483202457,0.450597644,0.483957976,0.439300627,0.508389354,0.371503174,0.488762021,0.385432243,0.474180609,0.390241861,0.461460888,0.39164269,0.534948945,0.363696724,0.513261259,0.44652766,0.517558575,0.462416589,0.523882627,0.450156152,0.563426614,0.379947186,0.539720178,0.460288405,0.544196367,0.467764229,0.550281942,0.454603612,0.589134753,0.406704456,0.566647649,0.469273537,0.568614125,0.474074632,0.5742926,0.459744602,0.408609152,0.864203811,0.370630413,0.774996758,0.372949958,0.682000756,0.415013909,0.632465303,0.456170857,0.634914637,0.414362371,0.672620773,0.425976366,0.559488595,0.433595628,0.493773699,0.440051287,0.440881878,0.463079989,0.691041648,0.46718064,0.606147528,0.448242426,0.625380516,0.436311185,0.656276941,0.495516598,0.713549197,0.48268491,0.653597713,0.467317969,0.667473674,0.458857894,0.695581377,0.51680541,0.735585749,0.501230597,0.688152015,0.487896919,0.701643765,0.48378697,0.72549808
I,0.571816444,0.481697023,0.526845813,0.47854805,0.489395738,0.466342807,0.466975808,0.459198296,0.462661952,0.452363819,0.48484689,0.370489776,0.460899621,0.38769412,0.442013174,0.399486721,0.426343232,0.408383369,0.511252999,0.363905489,0.485032946,0.443081617,0.49206838,0.466648996,0.500597298,0.462816834,0.539680123,0.379334211,0.513894618,0.459138364,0.520402372,0.474704951,0.527421296,0.468784571,0.565859675,0.405772597,0.540792823,0.464957416,0.542056739,0.477674037,0.547143221,0.472800076,0.379002988,0.872498214,0.342713654,0.791001081,0.341986209,0.703348577,0.378610998,0.648484766,0.418689162,0.644730151,0.374306977,0.693267584,0.386735171,0.578251064,0.395246983,0.508499026,0.401938677,0.453377903,0.423132002,0.708975911,0.436381578,0.612061858,0.426066667,0.625819385,0.420147657,0.65072912,0.458941549,0.728262365,0.452554733,0.657422185,0.436618954,0.67167449,0.427847564,0.700729251,0.484380573,0.748231888,0.470729053,0.695331931,0.455381989,0.709631264,0.45209676,0.732234418
J,0.623811007,0.464024663,0.569157362,0.440310955,0.514597833,0.456067443,0.481959194,0.487851709,0.471861094,0.526582062,0.464693457,0.445815146,0.403539747,0.45136106,0.36126104,0.456305683,0.329060197,0.465460747,0.469615728,0.467697144,0.46177122,0.548871875,0.489826947,0.54783088,0.50414747,0.525793314,0.487144411,0.500341117,0.484854281,0.570478618,0.50888139,0.560865402,0.519192874,0.537837744,0.509133458,0.53238368,0.509005547,0.580543697,0.531183124,0.571298838,0.542096257,0.55206877,0.265873879,0.616036475,0.319670528,0.56104511,0.343320578,0.494230807,0.36129275,0.449386746,0.377161384,0.425624162,0.300317526,0.39605239,0.323151767,0.318629861,0.343760729,0.266030312,0.361973315,0.222592235,0.283999175,0.401935726,0.369626522,0.40463686,0.368600667,0.459691882,0.348123938,0.483198643,0.27805534,0.425610691,0.360770136,0.442329466,0.350660801,0.48859036,0.32878828,0.501122653,0.2802836,0.456545442,0.343887091,0.474530905,0.338111609,0.510968566,0.320761621,0.521545053
J,0.637221456,0.454639465,0.584361553,0.429179847,0.533958316,0.444793433,0.501106143,0.477583468,0.486998618,0.513795316,0.486844391,0.432173371,0.435013264,0.443835884,0.400201708,0.447210342,0.371949911,0.451889902,0.490145892,0.456096053,0.475029737,0.533091247,0.498696715,0.536983609,0.512224495,0.520581484,0.504555464,0.488714904,0.495354146,0.556249738,0.516640961,0.552728474,0.527230322,0.533954024,0.523710012,0.521330297,0.520246744,0.568990231,0.539184093,0.563830733,0.550231397,0.547595024,0.289085418,0.601691425,0.346556038,0.547391772,0.38096121,0.485353768,0.411229104,0.448863745,0.440904528,0.430052012,0.321037591,0.383876979,0.344240606,0.305799633,0.369482875,0.25533092,0.392425954,0.215594709,0.303219765,0.391385645,0.388866663,0.389275759,0.39000383,0.445183247,0.369664907,0.469211012,0.296234727,0.416414648,0.378884315,0.427083522,0.372805119,0.474521458,0.35199374,0.488183469,0.298366189,0.447739482,0.363556057,0.457633495,0.361624002,0.496034741,0.345923364,0.510359406
J,0.628911734,0.428247988,0.574572027,0.407493651,0.526399493,0.422660798,0.496742666,0.452410221,0.485545546,0.48558712,0.479053706,0.414680988,0.434594959,0.421220154,0.4043836,0.41766879,0.379354239,0.413840801,0.48016122,0.434151798,0.470693648,0.51534009,0.496009022,0.521884322,0.510103464,0.507630289,0.493920714,0.46122998,0.491905779,0.535802662,0.515850067,0.534282982,0.525953829,0.5165748,0.513918519,0.488947183,0.515968263,0.544915795,0.536085844,0.539757848,0.545680761,0.522402704,0.274480641,0.578232408,0.32717818,0.521937966,0.345647573,0.453163743,0.350922942,0.400636464,0.354784906,0.365316272,0.29532674,0.35788554,0.323277861,0.279755056,0.343848974,0.225868449,0.360785872,0.181199238,0.279726863,0.361445338,0.368461609,0.35646832,0.374029547,0.417725861,0.35762471,0.449402899,0.27500701,0.38086316,0.36381802,0.388942719,0.361963868,0.443263739,0.34510538,0.464153945,0.278877199,0.408569783,0.348041564,0.415183246,0.348773301,0.458766133,0.335686862,0.47598815
J,0.642268956,0.434938371,0.588071167,0.411431611,0.535733759,0.4270567,0.503730178,0.460740775,0.492179006,0.498310119,0.487550557,0.417398542,0.43373847,0.423707008,0.399662942,0.43049112,0.374876678,0.439573705,0.492225796,0.439223349,0.482331187,0.52139926,0.508653641,0.524616241,0.522448838,0.508149505,0.508820415,0.468727559,0.505599022,0.541468501,0.528904378,0.533149123,0.537451625,0.511792004,0.52965492,0.49755013,0.531390667,0.5482409,0.551674604,0.539556623,0.560519516,0.520583749,0.308473319,0.587562501,0.356033266,0.530437946,0.373579323,0.462355196,0.379889518,0.411015958,0.386405587,0.38218838,0.324935377,0.365784734,0.34243241,0.286841363,0.354155302,0.230936617,0.362581879,0.185064554,0.308516026,0.371618927,0.3922939,0.357720792,0.400696874,0.414964288,0.384995013,0.447697401,0.30387187,0.392140388,0.387055814,0.390076637,0.386537611,0.442465961,0.369336754,0.464375436,0.308974624,0.420493573,0.37689656,0.422273397,0.37598142,0.463424414,0.359534174,0.480944723
J,0.656625807,0.440537602,0.601410627,0.41888237,0.549630463,0.437173128,0.519296467,0.474328756,0.506657422,0.512046337,0.509747446,0.420015693,0.456117928,0.424973071,0.425157905,0.427341163,0.402362496,0.429520518,0.51638639,0.444996804,0.498257369,0.522337496,0.523927987,0.525918543,0.538913071,0.508812308,0.532585561,0.476657838,0.522654772,0.545162201,0.5451352,0.539304674,0.555109918,0.519722641,0.55237186,0.507203877,0.549672663,0.554794192,0.568958938,0.547836661,0.578112304,0.530956984,0.327678114,0.599594831,0.39387852,0.543639898,0.425145328,0.477889597,0.448835105,0.435301274,0.471362472,0.421285272,0.341861844,0.380469024,0.363368839,0.304633886,0.376635075,0.249037161,0.389048666,0.202060595,0.325312108,0.384402812,0.419777572,0.371160477,0.425500453,0.430785656,0.405550182,0.460205615,0.325137734,0.405973464,0.415587246,0.406407177,0.412584007,0.45785892,0.39144057,0.474687845,0.337007523,0.433756649,0.408843786,0.442753613,0.406235844,0.483658254,0.388236791,0.497645378
J,0.659309387,0.426978797,0.602455199,0.414676875,0.550098538,0.437396646,0.519498885,0.480684429,0.508235395,0.522348285,0.502291501,0.406930864,0.450085282,0.414525747,0.414435983,0.418321639,0.386704803,0.423481524,0.50834012,0.424286813,0.49843061,0.513834894,0.525407732,0.516207576,0.538273692,0.496131599,0.525854349,0.451773643,0.52332747,0.533162117,0.547235668,0.525739729,0.55479604,0.502933323,0.547564983,0.481176823,0.547429144,0.53970021,0.568139672,0.533311605,0.576681376,0.514301658,0.324410856,0.604055405,0.387654305,0.552209973,0.413855463,0.485180408,0.432025939,0.43794024,0.443300366,0.412336916,0.342515796,0.380876958,0.366351396,0.300029904,0.38370651,0.244754553,0.398135543,0.199197605,0.327344388,0.384281367,0.42249769,0.376913726,0.427140802,0.435474247,0.406692922,0.459983915,0.327890337,0.40521431,0.421060681,0.411644816,0.416951001,0.462039351,0.394708067,0.475569546,0.339344472,0.432462007,0.413353384,0.446057081,0.409001768,0.488086641,0.38894552,0.500145972
J,0.667572856,0.411331832,0.610965729,0.406286716,0.555998862,0.435172021,0.523285151,0.487843692,0.510868609,0.534568071,0.502709568,0.394801944,0.450166404,0.412611842,0.415248722,0.418923974,0.385917366,0.423333228,0.510290384,0.40783599,0.500629485,0.508892,0.529401124,0.506894231,0.541403115,0.482140601,0.529857457,0.432673573,0.528852046,0.526962161,0.555131197,0.516201377,0.56197542,0.489934117,0.553870559,0.46060884,0.55654335,0.53095448,0.578913808,0.522031069,0.58698529,0.500606477,0.331500471,0.603081644,0.39443773,0.548117816,0.41705218,0.478392869,0.431134522,0.429022551,0.439435542,0.402548879,0.346405238,0.379150152,0.373651236,0.300602257,0.391362995,0.246864513,0.40628317,0.201946124,0.332544565,0.382354379,0.430567503,0.374549657,0.432539463,0.432947218,0.410031617,0.455163658,0.334772021,0.401944786,0.430056334,0.407529354,0.424519449,0.458402991,0.401316434,0.47104764,0.348396212,0.428112209,0.423208594,0.440131426,0.417176932,0.482398808,0.395328373,0.49389863
J,0.679326832,0.41324985,0.622307181,0.422703624,0.568692982,0.451556265,0.536519587,0.496217221,0.526200712,0.536832094,0.514053345,0.413871467,0.465739459,0.42953527,0.4321675,0.436280668,0.402528077,0.439712942,0.524235368,0.416372538,0.5204494,0.52256906,0.549159229,0.527242005,0.561959803,0.506541431,0.547668278,0.432050526,0.55211544,0.532979488,0.577662468,0.527051806,0.58601135,0.503065228,0.57469672,0.452170491,0.579337358,0.530000985,0.599389911,0.526633859,0.607422531,0.506950319,0.347228706,0.595166028,0.410833418,0.546529651,0.43488282,0.48526594,0.451709569,0.441471636,0.461803913,0.415380478,0.36080879,0.373346627,0.38099274,0.292226195,0.396084547,0.236807063,0.408242911,0.19065091,0.346662134,0.374548137,0.438365042,0.356415987,0.44766286,0.415299982,0.430038214,0.446995318,0.347995222,0.391896576,0.439603895,0.38989228,0.439569563,0.442488015,0.419363707,0.46259594,0.360493958,0.417317897,0.43363148,0.426424921,0.431527764,0.468659788,0.412576318,0.484475315
J,0.637703657,0.381152272,0.592633784,0.413786143,0.549966931,0.444350541,0.521304011,0.48117432,0.503158271,0.511877179,0.503294647,0.398245335,0.464293391,0.403453678,0.436571389,0.402595699,0.415004671,0.403256238,0.510561824,0.392895132,0.50034821,0.480257303,0.525653481,0.500479877,0.546273708,0.498678565,0.529206812,0.401097775,0.522710025,0.485296369,0.546354532,0.497621685,0.565354407,0.491505057,0.551400542,0.41512084,0.545322537,0.480351806,0.558206856,0.498921484,0.57019937,0.502597749,0.332289547,0.545303166,0.379017234,0.512423396,0.399264663,0.464105397,0.412210464,0.435772002,0.411507666,0.413454026,0.366817862,0.362397939,0.369489491,0.287445933,0.378016025,0.242110386,0.38075918,0.202471718,0.357137442,0.365249574,0.408644229,0.305874705,0.428315401,0.341322243,0.420363933,0.373315752,0.35362798,0.376772106,0.410342872,0.321500927,0.427862793,0.36582005,0.419417441,0.399551809,0.357353896,0.396823615,0.401631743,0.34932512,0.417912692,0.37966007,0.415888667,0.410366118
J,0.640097499,0.403629899,0.592440963,0.41652903,0.550865531,0.448929787,0.526737869,0.4907794,0.51728195,0.528297484,0.500989437,0.438294083,0.456380337,0.458164215,0.428602934,0.47063151,0.406354576,0.481526434,0.507057369,0.441165537,0.507395208,0.530731738,0.533698142,0.539944768,0.54833132,0.526408613,0.526189029,0.452534139,0.529254735,0.537370145,0.553656042,0.541142941,0.567180574,0.525474429,0.549668789,0.465837985,0.550592422,0.529116988,0.566816986,0.543022573,0.578489482,0.541840076,0.325253069,0.617680132,0.38222155,0.574455619,0.415671617,0.511232615,0.444490373,0.471617401,0.474554479,0.452643156,0.364439338,0.425665736,0.369653881,0.350208759,0.379099607,0.30244258,0.382787049,0.2605685,0.352070391,0.429765671,0.412771523,0.380537689,0.436929137,0.43068248,0.43063277,0.464712769,0.348009259,0.447368622,0.404681921,0.403713107,0.422143996,0.451473951,0.413498819,0.482797027,0.350319445,0.472452193,0.394654751,0.435274333,0.40818435,0.4644548,0.400938779,0.489212692
J,0.645483673,0.403220326,0.593339682,0.408031017,0.550980926,0.439431161,0.527088165,0.482069761,0.520838439,0.520777822,0.508170724,0.437093735,0.470617622,0.455311775,0.446395755,0.458422512,0.424982786,0.460553855,0.512620091,0.443806976,0.509953439,0.527230561,0.535826206,0.539690554,0.553528428,0.532121181,0.529423296,0.457066566,0.530485153,0.534746408,0.555918276,0.542300701,0.574219823,0.532413423,0.551465869,0.471250594,0.551014721,0.530294955,0.56562984,0.54679811,0.578891575,0.551061988,0.311558306,0.620986104,0.371080488,0.578032374,0.408805251,0.51410979,0.441374004,0.474695474,0.47052905,0.456259191,0.354830831,0.419592351,0.363848001,0.341175675,0.374122202,0.291723311,0.377016932,0.247912854,0.340238184,0.423942953,0.405281723,0.376139939,0.427861691,0.43031311,0.417938143,0.465476245,0.334784001,0.440960616,0.395147711,0.39310205,0.414798349,0.445558131,0.405273795,0.479371727,0.337094784,0.465830147,0.385038644,0.42131561,0.402798831,0.452539057,0.398468971,0.479971319
J,0.651192188,0.382674396,0.599683166,0.38790369,0.550418913,0.427089185,0.526584506,0.482571185,0.521322429,0.528893709,0.501065552,0.415616304,0.45035857,0.436198771,0.413103282,0.438157231,0.382662892,0.436947465,0.506188452,0.425692856,0.506555617,0.520009279,0.5342291,0.528239965,0.548560619,0.5123083,0.526215136,0.44475314,0.530720592,0.533419371,0.554721296,0.536581993,0.566584408,0.519437551,0.552145958,0.466287524,0.557534039,0.534247875,0.575475514,0.543092072,0.585234702,0.536955655,0.256331593,0.596349359,0.315709382,0.573315978,0.346631825,0.51214993,0.368767649,0.476801515,0.390604675,0.454614103,0.318938404,0.388474554,0.330459952,0.301033258,0.348441005,0.252578676,0.355291247,0.207487002,0.304392934,0.390192509,0.372601092,0.339003116,0.39342773,0.398930311,0.377390295,0.436209828,0.295014113,0.405626833,0.35915947,0.358492613,0.375882387,0.420003623,0.359672397,0.454319656,0.289497435,0.431185305,0.34301272,0.392241329,0.354757369,0.431596875,0.34005785,0.459196091
